"gender","coronaVirus","postalCode","loneliness","diarrhea","userId","insomnia","limbPain","coughing","generalHealth","soreThroat","temperature","runnyNose","headache","id","numberOfContacts","timestamp","yearOfBirth",
"2", "1", "19287", "3", "1", "Renoir", "2", "3", "1", "1", "1", "1", "2", "2", "558-33-6014", "56", "1584829239171", "1994", 
"2", "1", "16930", "3", "1", "Monet", "3", "2", "2", "1", "2", "2", "1", "2", "247-05-5520", "449", "1584829705049", "1970", 
"3", "2", "14400", "5", "2", "Klimt", "5", "3", "2", "2", "3", "1", "3", "2", "409-76-1883", "559", "1584828881548", "1992", 
"1", "1", "63302", "3", "1", "Degas", "4", "3", "1", "3", "1", "1", "2", "2", "410-60-4996", "694", "1584829857219", "2004", 
"2", "3", "37735", "2", "1", "Bernini", "2", "2", "2", "1", "2", "2", "2", "2", "237-17-7648", "914", "1584828875933", "1959", 
"1", "1", "87754", "4", "1", "Vincent", "4", "2", "2", "2", "2", "2", "1", "2", "519-39-6724", "59", "1584829338020", "1957", 
"2", "2", "37361", "5", "2", "Joan Miro", "2", "2", "2", "3", "3", "2", "2", "2", "798-64-8657", "740", "1584829277665", "1964", 
"1", "2", "68948", "1", "1", "Magritte", "4", "2", "2", "3", "2", "2", "2", "1", "319-29-3572", "415", "1584829437423", "1979", 
"2", "3", "80493", "4", "1", "Rubens", "5", "2", "1", "3", "2", "2", "2", "2", "138-61-0957", "795", "1584829595226", "1983", 
"1", "2", "57987", "4", "1", "Degas", "3", "2", "3", "3", "1", "2", "1", "2", "796-33-3055", "23", "1584829287146", "1972", 
"2", "2", "38969", "3", "2", "Klimt", "3", "2", "2", "2", "2", "3", "2", "2", "566-93-0783", "37", "1584829418150", "1984", 
"3", "2", "54657", "3", "1", "Cassatt", "3", "1", "2", "5", "2", "2", "1", "2", "678-76-5999", "221", "1584829947342", "1985", 
"2", "1", "97201", "3", "2", "Joan Miro", "4", "1", "2", "4", "2", "1", "2", "2", "433-41-0053", "119", "1584829813740", "1986", 
"3", "3", "15012", "5", "2", "Kahlo", "4", "1", "2", "2", "2", "1", "2", "3", "587-76-4863", "419", "1584829955863", "1976", 
"1", "2", "83642", "1", "1", "Titian", "5", "2", "3", "4", "2", "2", "1", "2", "496-91-3250", "39", "1584829152176", "1952", 
"1", "2", "22734", "3", "2", "Seurat", "5", "3", "2", "4", "2", "1", "3", "2", "600-81-5133", "241", "1584829016490", "1968", 
"2", "1", "38411", "3", "2", "Matisse", "3", "3", "2", "2", "1", "3", "2", "2", "664-80-1325", "501", "1584829418223", "1988", 
"1", "2", "96887", "4", "2", "Botticelli", "5", "3", "2", "5", "2", "1", "3", "2", "833-49-7107", "769", "1584829053915", "1979", 
"3", "3", "31664", "4", "1", "Durer", "3", "1", "3", "3", "1", "1", "2", "3", "693-60-2452", "499", "1584829634434", "1988", 
"2", "1", "96171", "4", "2", "Durer", "2", "2", "3", "3", "1", "2", "1", "2", "433-29-9921", "472", "1584829536667", "1957", 
"2", "3", "21733", "2", "1", "Magritte", "2", "2", "2", "5", "3", "1", "2", "3", "141-08-8711", "293", "1584829618164", "1983", 
"2", "1", "17892", "4", "2", "Vettriano", "3", "2", "2", "5", "2", "2", "2", "3", "840-97-8944", "469", "1584830161692", "1977", 
"2", "1", "37846", "2", "1", "Botticelli", "5", "1", "2", "4", "2", "1", "2", "2", "762-31-4807", "273", "1584830021057", "1974", 
"2", "1", "51448", "1", "1", "Rothko", "5", "2", "2", "2", "2", "2", "2", "2", "059-53-5774", "166", "1584829832451", "1997", 
"2", "2", "46189", "5", "2", "Joan Miro", "1", "1", "2", "2", "2", "3", "2", "2", "460-37-2124", "224", "1584829782950", "1960", 
"3", "2", "90090", "5", "2", "Warhol", "4", "1", "2", "2", "3", "2", "2", "1", "866-98-7768", "220", "1584829085993", "1998", 
"2", "2", "99251", "2", "2", "Seurat", "1", "2", "2", "3", "2", "2", "2", "2", "869-54-9632", "475", "1584830199279", "1976", 
"1", "2", "10620", "2", "2", "Da Vinci", "4", "2", "2", "5", "2", "1", "1", "2", "359-06-6575", "837", "1584829160059", "1994", 
"2", "2", "57863", "5", "2", "Matisse", "2", "2", "2", "1", "1", "3", "1", "2", "196-31-6546", "453", "1584829082034", "1982", 
"2", "2", "47825", "4", "2", "Gauguin", "4", "2", "2", "2", "1", "2", "1", "3", "162-89-3271", "306", "1584829067016", "1985", 
"1", "2", "99699", "5", "2", "Cassatt", "1", "2", "2", "1", "1", "3", "2", "3", "004-09-9852", "173", "1584829468703", "1957", 
"3", "2", "72013", "3", "1", "Cezanne", "2", "2", "2", "5", "2", "2", "2", "2", "758-31-6145", "266", "1584829916533", "1980", 
"1", "2", "52118", "4", "2", "Diego Rivera", "1", "2", "2", "5", "2", "2", "1", "2", "674-21-0079", "887", "1584828992900", "1978", 
"3", "2", "76078", "2", "2", "Da Vinci", "4", "1", "1", "4", "2", "1", "2", "2", "814-93-1559", "540", "1584829613796", "1972", 
"1", "2", "69878", "5", "1", "Vincent", "3", "2", "2", "4", "2", "1", "2", "2", "403-77-1072", "304", "1584828901683", "1994", 
"2", "2", "65926", "3", "2", "Cezanne", "2", "1", "2", "2", "2", "2", "2", "2", "313-27-4010", "107", "1584828894748", "1976", 
"2", "2", "43953", "5", "2", "Klimt", "3", "2", "2", "2", "2", "2", "2", "2", "452-18-5634", "916", "1584830179377", "1953", 
"1", "3", "10697", "2", "2", "Titian", "3", "1", "1", "1", "2", "2", "1", "2", "070-18-2910", "676", "1584830109852", "2004", 
"2", "1", "97596", "4", "1", "Kahlo", "4", "1", "2", "4", "1", "2", "2", "3", "337-63-3527", "877", "1584828936503", "1982", 
"2", "3", "78372", "2", "2", "Dali", "5", "2", "3", "5", "3", "2", "1", "3", "625-79-0976", "742", "1584829311342", "1973", 
"2", "2", "67101", "4", "2", "Raphael", "4", "2", "2", "5", "2", "2", "2", "1", "371-76-1527", "447", "1584829981085", "1955", 
"1", "2", "72379", "1", "1", "Picasso", "3", "2", "2", "5", "3", "2", "1", "2", "082-45-9628", "703", "1584829782163", "1995", 
"2", "2", "72183", "2", "1", "Ansel Adams", "1", "2", "2", "5", "1", "2", "2", "1", "094-34-5790", "521", "1584829166392", "2002", 
"1", "1", "11372", "3", "2", "Rothko", "4", "1", "2", "4", "2", "2", "1", "3", "539-74-7638", "121", "1584829696679", "1952", 
"1", "1", "63833", "5", "2", "Escher", "4", "3", "2", "2", "2", "1", "2", "2", "869-53-2507", "314", "1584829317342", "1975", 
"2", "2", "86397", "4", "2", "Rembrandt", "5", "3", "2", "5", "2", "2", "2", "3", "851-60-3076", "534", "1584829452388", "1987", 
"2", "2", "78162", "5", "2", "Winslow Homer", "4", "1", "2", "3", "2", "1", "2", "1", "102-47-5270", "897", "1584829886644", "1963", 
"2", "2", "29029", "2", "2", "Caravaggio", "4", "2", "1", "5", "2", "2", "2", "1", "762-55-6010", "517", "1584829683304", "1984", 
"1", "3", "92567", "5", "2", "Bernini", "5", "2", "3", "3", "1", "2", "1", "1", "237-25-8753", "500", "1584829493742", "1974", 
"2", "2", "57311", "4", "2", "Rothko", "2", "1", "2", "5", "2", "2", "1", "1", "101-61-9396", "520", "1584829395144", "1954", 
"2", "2", "27873", "3", "2", "Ansel Adams", "4", "2", "2", "1", "2", "2", "2", "2", "604-08-4877", "366", "1584828928731", "1963", 
"2", "2", "52688", "2", "1", "Pissarro", "5", "2", "2", "3", "1", "2", "2", "1", "713-17-9232", "920", "1584830177773", "1954", 
"2", "2", "50680", "2", "1", "Manet", "4", "2", "2", "2", "3", "3", "2", "1", "537-12-7953", "611", "1584830160277", "1954", 
"3", "2", "16258", "3", "2", "Monet", "3", "2", "1", "1", "1", "3", "2", "2", "648-13-6458", "763", "1584830057875", "1955", 
"3", "2", "83137", "5", "2", "Vettriano", "3", "2", "2", "3", "3", "3", "2", "1", "713-40-8777", "861", "1584828932046", "1955", 
"2", "2", "92474", "5", "2", "Manet", "5", "1", "2", "3", "3", "1", "2", "1", "806-15-4168", "915", "1584829763707", "1972", 
"2", "3", "38380", "3", "2", "Cassatt", "2", "2", "3", "3", "2", "1", "2", "2", "841-15-6591", "575", "1584829755531", "1977", 
"2", "2", "97524", "2", "2", "Chagall", "2", "2", "1", "5", "1", "2", "1", "3", "378-86-7809", "616", "1584829528604", "1990", 
"1", "2", "73859", "5", "1", "Escher", "1", "1", "2", "2", "2", "1", "2", "2", "692-79-4101", "348", "1584830065421", "1976", 
"2", "2", "99298", "2", "2", "Rubens", "5", "3", "2", "2", "1", "2", "2", "1", "544-66-1003", "816", "1584828889465", "2004", 
"3", "2", "47813", "5", "1", "Ansel Adams", "4", "2", "2", "2", "2", "2", "2", "3", "153-61-7742", "451", "1584829787098", "1978", 
"2", "3", "56248", "2", "2", "Magritte", "3", "1", "2", "2", "2", "2", "2", "1", "873-58-8112", "454", "1584829070622", "1997", 
"1", "2", "72659", "5", "1", "Diego Rivera", "5", "1", "1", "3", "2", "3", "2", "2", "014-95-4105", "679", "1584829252100", "1969", 
"1", "1", "89288", "2", "1", "Da Vinci", "5", "2", "2", "3", "3", "2", "2", "2", "192-89-0514", "105", "1584829531710", "1957", 
"1", "3", "10729", "4", "2", "Winslow Homer", "5", "2", "2", "3", "1", "1", "2", "2", "106-28-2622", "866", "1584829444251", "1994", 
"1", "1", "29691", "2", "2", "Titian", "4", "1", "2", "1", "1", "2", "2", "2", "516-63-4763", "151", "1584828901072", "1980", 
"3", "1", "59398", "3", "2", "Rembrandt", "5", "2", "2", "4", "2", "2", "3", "3", "010-76-9882", "322", "1584828888506", "1956", 
"2", "2", "38610", "3", "1", "Kandinsky", "2", "2", "2", "2", "2", "2", "2", "1", "041-34-9880", "651", "1584829992031", "2002", 
"2", "2", "29118", "2", "2", "Renoir", "4", "2", "2", "4", "1", "3", "2", "2", "100-63-1075", "296", "1584829152154", "2001", 
"2", "1", "79157", "2", "1", "Donatello", "3", "1", "1", "4", "1", "2", "2", "2", "327-18-4554", "199", "1584829503230", "1955", 
"2", "2", "26189", "2", "2", "Durer", "3", "2", "1", "4", "2", "2", "2", "2", "232-87-5898", "260", "1584829091553", "1981", 
"2", "1", "15076", "3", "1", "Picasso", "2", "2", "2", "1", "2", "2", "2", "2", "868-94-8924", "702", "1584830151239", "1960", 
"2", "2", "54234", "5", "2", "Titian", "4", "3", "2", "1", "1", "2", "1", "1", "227-09-8417", "624", "1584829481860", "1982", 
"2", "2", "49049", "3", "2", "Dali", "1", "2", "1", "4", "1", "2", "1", "2", "282-94-2840", "636", "1584829218143", "2003", 
"2", "2", "54998", "5", "1", "Escher", "3", "2", "1", "5", "1", "2", "2", "3", "247-14-6504", "327", "1584828940692", "1961", 
"2", "1", "69372", "3", "2", "Botticelli", "3", "1", "2", "1", "2", "2", "2", "2", "253-51-0241", "351", "1584830088729", "1967", 
"1", "2", "76231", "1", "2", "Rembrandt", "2", "1", "3", "4", "2", "1", "2", "2", "560-27-0196", "352", "1584829425340", "1988", 
"3", "1", "97142", "4", "2", "Botticelli", "2", "2", "2", "1", "1", "2", "2", "1", "886-07-9770", "478", "1584829099734", "1985", 
"3", "2", "34863", "4", "2", "Pissarro", "4", "1", "3", "4", "3", "2", "3", "3", "712-52-2159", "441", "1584829708680", "1979", 
"2", "2", "15970", "3", "2", "Diego Rivera", "3", "2", "3", "2", "1", "3", "2", "2", "321-32-8473", "902", "1584830222622", "1988", 
"1", "2", "92601", "5", "2", "Cassatt", "3", "2", "2", "4", "2", "2", "2", "1", "293-63-9336", "715", "1584829342653", "1968", 
"2", "2", "67444", "5", "2", "Caravaggio", "1", "2", "1", "3", "2", "2", "1", "1", "456-51-4592", "265", "1584828882112", "2001", 
"2", "2", "86785", "5", "2", "Bernini", "2", "1", "2", "2", "3", "2", "2", "2", "760-37-2135", "610", "1584829565998", "1999", 
"2", "2", "53381", "1", "1", "Rubens", "3", "1", "2", "3", "1", "1", "2", "2", "053-51-1813", "613", "1584829263969", "2003", 
"1", "2", "83929", "5", "2", "Raphael", "5", "2", "1", "4", "2", "2", "2", "2", "586-61-7568", "887", "1584828912232", "1982", 
"1", "2", "79802", "2", "2", "Rembrandt", "5", "2", "2", "5", "2", "3", "2", "2", "832-80-0627", "621", "1584829449544", "1998", 
"1", "3", "88111", "4", "2", "El Greco", "5", "1", "2", "2", "2", "1", "3", "1", "886-82-8849", "236", "1584829339992", "1971", 
"1", "2", "69721", "2", "1", "Kandinsky", "2", "2", "2", "2", "1", "2", "1", "2", "639-84-9549", "897", "1584829739385", "1958", 
"2", "2", "45635", "1", "1", "Caravaggio", "2", "2", "3", "3", "2", "2", "2", "3", "867-91-7340", "399", "1584829664642", "1972", 
"1", "2", "56880", "3", "2", "Edward Hopper", "5", "1", "1", "5", "2", "2", "2", "1", "015-31-4224", "409", "1584828948329", "1987", 
"3", "2", "83689", "1", "2", "Dali", "2", "3", "2", "2", "1", "1", "2", "2", "830-57-2131", "58", "1584830233182", "1996", 
"2", "2", "98331", "3", "1", "Bernini", "3", "2", "1", "1", "2", "1", "3", "2", "442-61-4756", "757", "1584829987494", "2004", 
"2", "2", "80509", "5", "2", "Rubens", "1", "1", "2", "5", "1", "3", "1", "1", "257-70-2901", "383", "1584828932162", "1956", 
"1", "2", "64509", "5", "1", "Titian", "5", "2", "2", "5", "2", "2", "2", "1", "528-94-5930", "12", "1584829860193", "2004", 
"2", "2", "68368", "5", "2", "Diego Rivera", "4", "2", "1", "4", "2", "1", "2", "1", "347-31-5673", "454", "1584829886595", "1983", 
"2", "2", "12916", "1", "1", "Escher", "4", "2", "1", "3", "2", "2", "2", "1", "723-86-5355", "718", "1584829933158", "1962", 
"2", "2", "84657", "4", "2", "Picasso", "3", "2", "2", "2", "2", "1", "1", "3", "137-15-8142", "468", "1584829268752", "1966", 
"2", "1", "51784", "2", "1", "Bernini", "5", "2", "2", "5", "1", "3", "3", "2", "438-85-4378", "648", "1584828945853", "1997", 
"1", "1", "88768", "5", "2", "Edward Hopper", "5", "1", "2", "4", "2", "1", "2", "3", "158-08-9595", "958", "1584829102917", "1970", 
"1", "1", "86449", "5", "1", "Michelangelo", "4", "2", "1", "2", "2", "3", "1", "2", "113-86-5611", "438", "1584830207170", "1994", 
"3", "3", "48796", "1", "2", "Edward Hopper", "3", "2", "2", "3", "1", "1", "1", "2", "156-01-3214", "615", "1584830192943", "1950", 
"2", "2", "59695", "3", "1", "Bernini", "5", "2", "2", "1", "2", "1", "1", "1", "339-84-1154", "236", "1584829578719", "1979", 
"2", "1", "57636", "2", "2", "Klimt", "5", "1", "1", "5", "2", "1", "2", "1", "049-67-6841", "138", "1584829934766", "1990", 
"1", "2", "92139", "5", "1", "Klimt", "2", "3", "1", "1", "2", "3", "3", "2", "583-75-5366", "220", "1584828897302", "1989", 
"2", "2", "82911", "4", "2", "Vincent", "2", "1", "3", "5", "2", "2", "3", "2", "580-23-5244", "953", "1584829314541", "1990", 
"1", "3", "43129", "3", "1", "Kahlo", "4", "1", "2", "2", "2", "1", "2", "3", "794-81-4732", "375", "1584830142758", "2003", 
"2", "2", "54420", "4", "2", "Raphael", "4", "2", "2", "5", "1", "2", "1", "3", "350-04-8676", "527", "1584829371758", "1980", 
"1", "1", "30178", "5", "2", "Joan Miro", "3", "3", "2", "2", "2", "3", "2", "2", "454-14-8210", "109", "1584830222579", "1965", 
"1", "3", "80726", "4", "1", "Seurat", "3", "2", "2", "4", "2", "3", "1", "2", "338-19-9989", "275", "1584829367670", "1967", 
"2", "3", "53650", "2", "2", "Pissarro", "2", "3", "3", "3", "2", "2", "2", "1", "330-95-9913", "556", "1584828919532", "1972", 
"2", "2", "35938", "2", "2", "Munch", "1", "3", "3", "5", "2", "2", "2", "3", "307-48-6708", "782", "1584829453631", "2001", 
"2", "2", "18427", "3", "2", "Diego Rivera", "1", "2", "2", "1", "2", "3", "1", "2", "075-08-9513", "593", "1584830149641", "1961", 
"2", "2", "10974", "3", "1", "Vettriano", "3", "1", "1", "1", "3", "2", "2", "2", "750-83-4205", "17", "1584829828869", "1968", 
"3", "2", "11084", "4", "2", "Kahlo", "2", "2", "2", "3", "2", "2", "2", "2", "514-92-6944", "501", "1584829930100", "1985", 
"2", "2", "17826", "2", "2", "Matisse", "2", "1", "1", "4", "3", "2", "2", "2", "580-26-8931", "956", "1584829231284", "1974", 
"1", "2", "96727", "3", "2", "Winslow Homer", "1", "2", "2", "3", "1", "2", "2", "2", "324-84-2245", "351", "1584829371598", "1993", 
"1", "2", "39810", "2", "2", "Escher", "1", "2", "3", "3", "1", "1", "2", "2", "786-59-2602", "155", "1584829395316", "2004", 
"1", "2", "75292", "1", "2", "Kahlo", "1", "2", "2", "3", "2", "2", "2", "3", "559-81-2972", "239", "1584829721625", "2000", 
"2", "1", "99692", "2", "2", "Kahlo", "4", "2", "1", "5", "2", "2", "2", "2", "488-88-0984", "702", "1584829110735", "1971", 
"2", "2", "68400", "5", "2", "Magritte", "2", "1", "2", "5", "2", "2", "3", "2", "775-27-6209", "153", "1584828893843", "2001", 
"2", "1", "21965", "4", "2", "Vettriano", "3", "3", "1", "3", "1", "2", "2", "2", "223-36-8766", "288", "1584829166261", "1967", 
"3", "2", "88615", "3", "1", "Seurat", "1", "2", "2", "5", "2", "2", "2", "2", "246-18-2816", "246", "1584830094975", "1988", 
"3", "2", "75373", "5", "2", "Gauguin", "2", "2", "1", "3", "2", "3", "2", "2", "852-90-2513", "431", "1584829276264", "1973", 
"1", "2", "54443", "5", "1", "Vincent", "5", "2", "2", "2", "1", "1", "3", "1", "043-95-6794", "439", "1584828900874", "1960", 
"1", "1", "29752", "3", "1", "Cezanne", "5", "2", "2", "3", "1", "1", "3", "2", "277-96-1554", "407", "1584828929573", "2003", 
"1", "3", "47376", "2", "2", "Matisse", "2", "2", "3", "4", "1", "2", "2", "2", "785-93-0239", "927", "1584829821284", "1990", 
"1", "3", "27021", "3", "1", "Rembrandt", "3", "2", "3", "5", "1", "2", "1", "1", "659-44-3849", "762", "1584829585030", "2004", 
"2", "1", "48618", "4", "1", "Winslow Homer", "3", "3", "2", "3", "2", "2", "1", "2", "009-87-3868", "556", "1584829070589", "1957", 
"2", "2", "13518", "3", "2", "Cezanne", "3", "3", "3", "5", "1", "1", "2", "1", "156-37-0248", "283", "1584829477930", "2001", 
"1", "2", "87142", "1", "2", "Dali", "3", "3", "1", "2", "1", "2", "2", "2", "616-49-7816", "912", "1584829311489", "1962", 
"2", "1", "34876", "3", "2", "Donatello", "4", "2", "2", "3", "1", "1", "2", "3", "574-72-3993", "973", "1584828886501", "1989", 
"1", "3", "82739", "4", "2", "Diego Rivera", "2", "1", "2", "3", "2", "1", "1", "2", "487-84-4559", "426", "1584829675663", "1995", 
"2", "1", "86914", "2", "2", "Picasso", "4", "2", "2", "4", "2", "2", "1", "2", "620-27-2607", "92", "1584829386411", "1960", 
"1", "2", "77913", "2", "2", "Seurat", "3", "2", "3", "4", "1", "2", "2", "1", "317-68-5307", "682", "1584830151026", "2002", 
"2", "1", "97858", "3", "2", "Magritte", "1", "2", "2", "5", "2", "1", "2", "2", "704-82-3728", "566", "1584829867479", "1956", 
"1", "2", "52649", "1", "2", "Edward Hopper", "2", "2", "2", "4", "3", "2", "2", "2", "780-60-8053", "655", "1584829755642", "1986", 
"2", "1", "89374", "2", "1", "Munch", "2", "3", "3", "2", "2", "1", "3", "3", "608-15-2999", "822", "1584829252077", "1965", 
"2", "3", "57223", "3", "2", "Matisse", "4", "2", "2", "2", "2", "1", "2", "3", "570-55-2363", "244", "1584829446912", "1986", 
"2", "2", "49390", "4", "2", "Botticelli", "2", "2", "2", "2", "3", "2", "2", "2", "663-53-7637", "533", "1584829643365", "2000", 
"2", "2", "93875", "5", "2", "Escher", "2", "2", "2", "1", "1", "1", "2", "1", "852-34-6178", "747", "1584828919782", "1953", 
"2", "1", "66437", "4", "1", "Kahlo", "1", "2", "1", "3", "2", "1", "1", "2", "277-35-0228", "790", "1584830063686", "1983", 
"1", "1", "42931", "4", "2", "Donatello", "1", "2", "2", "4", "2", "2", "2", "1", "684-94-2965", "406", "1584829952172", "1959", 
"2", "2", "47016", "5", "1", "Cassatt", "4", "2", "2", "4", "2", "2", "1", "1", "352-69-9136", "941", "1584828925849", "1958", 
"2", "1", "12826", "3", "2", "Matisse", "4", "2", "1", "4", "3", "3", "2", "2", "839-24-1568", "153", "1584828874169", "2002", 
"2", "2", "52345", "5", "2", "Warhol", "3", "2", "1", "3", "2", "3", "2", "1", "115-68-5902", "727", "1584829886710", "1952", 
"2", "2", "26624", "5", "2", "Cezanne", "1", "1", "2", "3", "2", "1", "2", "2", "725-18-0684", "241", "1584828908789", "1994", 
"2", "1", "68373", "2", "1", "Escher", "4", "1", "2", "2", "3", "3", "3", "1", "283-06-6626", "973", "1584829153576", "1963", 
"2", "2", "22138", "2", "1", "Warhol", "4", "2", "2", "4", "3", "1", "2", "1", "534-53-0628", "974", "1584828906106", "1998", 
"2", "2", "83792", "4", "1", "Warhol", "4", "1", "1", "4", "2", "1", "2", "1", "394-27-8595", "232", "1584829817256", "1993", 
"1", "2", "54919", "3", "1", "Winslow Homer", "5", "2", "2", "3", "1", "2", "2", "3", "330-71-5712", "825", "1584829838539", "1993", 
"1", "2", "21669", "5", "1", "Michelangelo", "2", "2", "2", "5", "2", "1", "3", "2", "864-66-3495", "561", "1584830060343", "1981", 
"1", "3", "83752", "2", "2", "El Greco", "4", "3", "2", "2", "1", "2", "2", "2", "193-13-2764", "588", "1584829179183", "1976", 
"1", "2", "91855", "1", "2", "Pissarro", "2", "2", "2", "2", "2", "2", "1", "2", "892-40-3970", "676", "1584829536592", "2000", 
"2", "1", "92600", "2", "1", "Kahlo", "2", "2", "2", "4", "2", "3", "1", "2", "812-72-9787", "592", "1584829879238", "1964", 
